id_left,name_left,description_left,price_left,name_right,description_right,price_right,text_src,id_right,text_tgt,candidates,labels
19,omnimount wall speaker mount 20wlbk,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,['omnimount universal wall speaker mounting kit 20.0 wall-b'],['stainless steel 20 lb'],[24.34],omnimount wall speaker mount 20wlbk. omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish. 39.95,[39],['omnimount universal wall speaker mounting kit 20.0 wall-b. stainless steel 20 lb. 24.34'],"['omnimount universal wall speaker mounting kit 20.0 wall-b. stainless steel 20 lb. 24.34', 'omnimount stainless steel speaker mount 20.0 wall-w. stainless steel 20 lb. nan', 'omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a. 200 lb anthracite. 278.95', 'omnimount wishbone large/x-large premium cantilever mount and universal adapter ucl-xb. 200 lb. 292.92', 'sanus wall/ceiling speaker mount wms3s silver. plastic 8 lb. nan', 'sanus speaker mount wms3b black. plastic 8 lb. nan', 'sanus visionmount lt25-b1 tilting wall mount. 175 lb black. nan', 'omnimount stellar g303 series 3 shelf component stand black g303 dark. nan. 299.95', 'omnimount tv top shelf mount cch1p. steel 30 lb. nan', 'sanus visionmount flat panel tv wall mount vmpl3b. steel 280 lb. 144.05']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,omnimount wall speaker mount 20wlwh,omnimount wall speaker mount 20wlwh stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as each white finish ( photo showing black ),40.0,['omnimount stainless steel speaker mount 20.0 wall-w'],['stainless steel 20 lb'],[nan],omnimount wall speaker mount 20wlwh. omnimount wall speaker mount 20wlwh stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as each white finish ( photo showing black ). 40.0,[40],['omnimount stainless steel speaker mount 20.0 wall-w. stainless steel 20 lb. nan'],"['omnimount stainless steel speaker mount 20.0 wall-w. stainless steel 20 lb. nan', 'omnimount universal wall speaker mounting kit 20.0 wall-b. stainless steel 20 lb. 24.34', 'sanus wall/ceiling speaker mount wms3s silver. plastic 8 lb. nan', 'omnimount wishbone large/x-large premium cantilever mount and universal adapter ucl-xb. 200 lb. 292.92', 'omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a. 200 lb anthracite. 278.95', 'omnimount tv top shelf mount cch1p. steel 30 lb. nan', 'sanus visionmount lt25-b1 tilting wall mount. 175 lb black. nan', 'sanus speaker mount wms3b black. plastic 8 lb. nan', 'sanus visionmount flat panel tv wall mount ml22-b1. steel 100 lb. nan', 'omnimount tv top shelf mount. omnimount cch1b set-top center-channel shelf. 21.49']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,denon semi-automatic turntable black finish dp29f,denon semi-automatic turntable dp29f metal platter built-in riaa equalizer dc servo motor 2 speed 33 + 45 rpm built-in phono preamp,150.0,['denon dp-29f analog record turntable dp29f'],['belt drive'],[nan],denon semi-automatic turntable black finish dp29f. denon semi-automatic turntable dp29f metal platter built-in riaa equalizer dc servo motor 2 speed 33 + 45 rpm built-in phono preamp. 150.0,[196],['denon dp-29f analog record turntable dp29f. belt drive. nan'],"['denon dp-29f analog record turntable dp29f. belt drive. nan', 'denon dp-300f analog record turntable dp300f. belt drive. 328.99', 'denon dvd-2930ci dvd player dvd2930ci. dvd + rw , dvd-rw , cd-rw dvd video , dvd audio , sacd , video cd , picture cd , jpeg , wma , pcm , hdcd , mp3 , mpeg-1 , mpeg-2 , mpeg-4 , divx playback 1 disc ( s ) progressive scan black. 448.0', 'ge pre-amplifier for stereo turntable 23292. nan. 23.72', 'denon tu-1500rd stereo radio tuner tu1500rd. 40. nan', 'denon pro 5 cd carousel changer nic dcm290p. nan. nan', 'denon dvd-1800bd blu-ray disc player. bd-r , dvd-r , cd-r , secure digital ( sd ) bd video , dvd video , wma , mp3 , divx 6 , jpg playback progressive scan. 499.0', 'sony pslx300usb usb record turntable. belt drive. 119.72', 'denon dvd-2500btci blu-ray disc player. bd-r , dvd-rw , cd-rw , secure digital ( sd ) , mini secure digital ( minisd ) bd video , dvd video , cd-da , mp3 , wma , jpeg , divx 6 , lpcm playback progressive scan. 655.97', 'sony ps-lx350h belt-drive turntable. nan. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,sony xplod 10-disc add-on cd/mp3 changer cdx565mxrf,sony xplod 10-disc add-on cd/mp3 changer cdx565mxrf cd/cd-r/cd-rw and mp3 playback mp3 decoding d-bass 12-second advanced electronic shock protection fm modulator 9 modulation frequencies wireless remote,,['sony cdx-565mxrf 10-disc cd/mp3 changer'],[nan],[134.12],sony xplod 10-disc add-on cd/mp3 changer cdx565mxrf. sony xplod 10-disc add-on cd/mp3 changer cdx565mxrf cd/cd-r/cd-rw and mp3 playback mp3 decoding d-bass 12-second advanced electronic shock protection fm modulator 9 modulation frequencies wireless remote. nan,[62],['sony cdx-565mxrf 10-disc cd/mp3 changer. nan. 134.12'],"['sony cdx-565mxrf 10-disc cd/mp3 changer. nan. 134.12', 'sony cdp-cx455 cd player/changer cdpcx455. cd-r , cd-rw , cd-rom mp3 , cd-text playback 400 disc ( s ) 32 programmable track ( s ). 219.99', 'sony cdp-cx355 300 disc megastorage cd changer. nan. 169.13', 'sony cdp-ce375 cd player/changer cdpce375. cd-rom , cd-r , cd-rw 5 disc ( s ) 32 programmable track ( s ). 114.18', 'kenwood kdc-c669 car cd changer kdcc669. cd-rw cd-text. nan', 'sony scd-ce595 cd player scdce595. cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s ). nan', 'alpine cda-9886 car audio player cda9886. cd-r , cd-rw cd-da , mp3 , wma , aac 4 200w fm , am. nan', 'sony compact disc player/recorder rcdw500c. cd-r , cd-rw , cd-rom cd-text , mp3 playback 5 disc ( s ) 24 programmable track ( s ). 219.76', 'denon dcm-390 5 disc cd changer dcm390. nan. 348.0', 'alpine cda-9887 car audio player cda9887. cd-r , cd-rw cd-da , mp3 , wma , aac 4 200w fm , am. 295.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,escort passport radar and laser detector black finish 8500,"escort passport x50 radar and laser detector 8500 x-band , k-band , ka-band operating bands algaas 280 led matrix/text display type 3-level dimming , plus dark mode auto mute city mode sensitivity compact size red display",313.95,['escort x50 passport 8500 radar detector high intensity red display 8500x50red'],[nan],[252.0],"escort passport radar and laser detector black finish 8500. escort passport x50 radar and laser detector 8500 x-band , k-band , ka-band operating bands algaas 280 led matrix/text display type 3-level dimming , plus dark mode auto mute city mode sensitivity compact size red display. 313.95",[491],['escort x50 passport 8500 radar detector high intensity red display 8500x50red. nan. 252.0'],"['escort x50 passport 8500 radar detector high intensity red display 8500x50red. nan. 252.0', 'escort passport 9500ix radar/laser detector. nan. 439.99', 'escort 9500ci escort gps radar detector. nan. 1475.99', 'cordless solo s2 radar/laser detector 010es20a. nan. 279.99', 'escort new radar gps powered 9500i. nan. 409.99', ""garmin 265t 3.5 ' gps w/bluetooth , text to speech , where am i ? , connect photos 010-00576-10. nan. 179.95"", 'directed electronics sportster 4 sirius satellite radio receiver sp4tk1. xs fm transmitter 6 lines lcd. 169.99', ""garmin nvi 755t automobile navigator 010-00715-30. 4.3 ' active matrix tft color lcd. 364.99"", 'directed electronics starmate 4 sirius satellite radio receiver st4tk1. xs fm transmitter 5 lines lcd. 104.93', ""garmin nuvi 275t 3.5 ' gps w/text to speech , bluetooth , where am i ? , connect photos 010-00576-00. nan. 245.99""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,peerless wall tv mounts in black pm1327bk,peerless wall tv mounts pm1327bk tv wall mount with adjustable width support tray for 13 ' -27 ' set black finish,,['peerless adjustable tv wall mount pm1327'],[nan],[nan],peerless wall tv mounts in black pm1327bk. peerless wall tv mounts pm1327bk tv wall mount with adjustable width support tray for 13 ' -27 ' set black finish. nan,[42],['peerless adjustable tv wall mount pm1327. nan. nan'],"['peerless adjustable tv wall mount pm1327. nan. nan', ""peerless smartmount 700 series articulating wall arm. peerless sa750pu articulating wall arm for 32 ' to 50 ' lcd and plasma screens piano black. nan"", ""peerless smartmount 700 series articulating wall arm. peerless sa745pu articulating wall arm for 32 ' to 45 ' lcd and plasma screens piano black. nan"", ""peerless universal tilt wall mount. peerless smart mount st660p universal tilt wall mount for 37 ' to 60 ' screens ( black ) up to 200lbs. nan"", ""peerless universal flat wall mount sf640p. peerless flat wall mount for 23 ' - 46 ' lcd screens black. nan"", 'sanus visionmount lt25-b1 tilting wall mount. 175 lb black. nan', 'sanus lrf118-b1 full motion wall tv mount. 130 lb black. nan', 'sanus flat panel tv wall mount vmpl50-b. steel 130 lb. nan', 'peerless pp730 universal pivot wall arm. 25 lb black. nan', 'sanus visionmount flat panel tv wall mount vmpl3b. steel 280 lb. 144.05']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,panasonic laser toner cartridge kxfa83,panasonic laser toner cartridge kxfa83 used with fl511/f541 fax machines,,['panasonic black toner cartridge kx-fa83'],"['panasonic toner cartridge for the kx-fl511 , kx-fl541 , kx-fl611 and kx-flm651 series']",[nan],panasonic laser toner cartridge kxfa83. panasonic laser toner cartridge kxfa83 used with fl511/f541 fax machines. nan,[21],"['panasonic black toner cartridge kx-fa83. panasonic toner cartridge for the kx-fl511 , kx-fl541 , kx-fl611 and kx-flm651 series. nan']","['panasonic black toner cartridge kx-fa83. panasonic toner cartridge for the kx-fl511 , kx-fl541 , kx-fl611 and kx-flm651 series. nan', 'panasonic kx-flb801 multifunction printer kx-flb801. panasonic all-in-one all-in-one flatbed laser fax. nan', 'panasonic kx-fg2451 plain paper thermal transfer fax/copier kx-fg2451. panasonic plain paper fax/copier with 2.4 ghz fhss gigarange cordless phone and digital answering system. nan', 'panasonic kx-fp145 plain paper thermal transfer fax/copier kxfp145. panasonic slim cabinet plain paper fax/copier with all-digital answering system. 94.88', 'panasonic kx-tg4323b 5.8 ghz expandable digital cordless phone. 1 x phone line ( s ) black. nan', 'panasonic kx-tg4321b 5.8 ghz expandable digital cordless phone. 1 x phone line ( s ) black. nan', 'panasonic kx-ts108w corded phone. 1 x phone line ( s ) white. nan', 'panasonic kx-tg9348t expandable digital cordless phone. 1 x phone line ( s ) metallic black. nan', 'panasonic kx-tga820b cordless handset. black. 39.76', 'panasonic kx-tg4324b 5.8 ghz expandable digital cordless phone. 1 x phone line ( s ) black. 78.33']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26,sony compact disc player/recorder rcdw500c,"sony compact disc player/recorder rcdw500c 5-cd/dual deck with 4x high speed dubbing cd , cd-r , cd-rw , mp3 playback capable super bit mapping recording high speed finalizing",299.0,['sony compact disc player/recorder rcdw500c'],"['cd-r , cd-rw , cd-rom cd-text , mp3 playback 5 disc ( s ) 24 programmable track ( s )']",[219.76],"sony compact disc player/recorder rcdw500c. sony compact disc player/recorder rcdw500c 5-cd/dual deck with 4x high speed dubbing cd , cd-r , cd-rw , mp3 playback capable super bit mapping recording high speed finalizing. 299.0",[201],"['sony compact disc player/recorder rcdw500c. cd-r , cd-rw , cd-rom cd-text , mp3 playback 5 disc ( s ) 24 programmable track ( s ). 219.76']","['sony compact disc player/recorder rcdw500c. cd-r , cd-rw , cd-rom cd-text , mp3 playback 5 disc ( s ) 24 programmable track ( s ). 219.76', 'sony dvpcx995v dvd player. dvd + rw , dvd-rw , cd-rw dvd video , video cd , svcd , sacd , mp3 , jpeg playback 400 disc ( s ) progressive scan black. 249.99', 'sony cdp-cx455 cd player/changer cdpcx455. cd-r , cd-rw , cd-rom mp3 , cd-text playback 400 disc ( s ) 32 programmable track ( s ). 219.99', 'sony rdr-gx360 dvd player/recorder. dvd + rw , dvd-r , dvd-ram , cd-rw dvd video , cd-da , video cd playback 1 disc ( s ) progressive scan. 109.99', 'sony scd-ce595 cd player scdce595. cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s ). nan', 'sony vrdmc5 digital video recorder. dvd + rw , dvd-rw , dvd + r , memory stick , memory stick duo , secure digital ( sd ) card , xd-picture card , compactflash ( cf ) dvd video , mp3 1 disc 12hour recording. 166.29', 'sony rdrvxd655 dvd/vcr combo. s-vhs , vhs , dvd + rw , dvd-rw , dvd + r , dvd-r , dvd-ram , cd-rw dvd video , video cd , svcd , cd-da , jpeg , mp3 , sqpb playback 1 disc ( s ) progressive scan 14.46 hour recording. 261.96', 'sony cdp-ce375 cd player/changer cdpce375. cd-rom , cd-r , cd-rw 5 disc ( s ) 32 programmable track ( s ). 114.18', 'sony rdr-vx560 dvd/vcr combo. dvd-r , cd-r , vhs dvd video playback 1 disc ( s ) black. 176.08', 'sony dvp-nc800h / b dvd player. dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , cd-da , mp3 , jpeg , svcd , video cd playback 5 disc ( s ) progressive scan black. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27,sanus wms3b black weather resistant small speaker wall mount wms3b,sanus wms3b black small speaker wall mount wms3b holds up to an 8 pound speaker multiple pivot points weather resistant for indoor/outdoor use black finish priced per pair,29.99,['sanus speaker mount wms3b black'],['plastic 8 lb'],[nan],sanus wms3b black weather resistant small speaker wall mount wms3b. sanus wms3b black small speaker wall mount wms3b holds up to an 8 pound speaker multiple pivot points weather resistant for indoor/outdoor use black finish priced per pair. 29.99,[47],['sanus speaker mount wms3b black. plastic 8 lb. nan'],"['sanus speaker mount wms3b black. plastic 8 lb. nan', 'sanus wall/ceiling speaker mount wms3s silver. plastic 8 lb. nan', 'omnimount universal wall speaker mounting kit 20.0 wall-b. stainless steel 20 lb. 24.34', 'sanus visionmount lt25-b1 tilting wall mount. 175 lb black. nan', 'omnimount stainless steel speaker mount 20.0 wall-w. stainless steel 20 lb. nan', 'sanus visionmount flat panel tv wall mount vmpl3b. steel 280 lb. 144.05', 'sanus flat panel tv wall mount vm1b. aluminum 50 lb. 69.99', 'sanus mf209-b1 full motion wall tv mount. 60 lb. nan', 'sanus lrf118-b1 full motion wall tv mount. 130 lb black. nan', 'sanus mf215-b1 extending full motion mount. 60 lb. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,sanus wms3s silver weather resistant small speaker wall mount wms3s,sanus wms3s silver small speaker wall mount wms3s holds up to an 8 pound speaker multiple pivot points weather resistant for indoor/outdoor use silver finish priced per pair,29.99,['sanus wall/ceiling speaker mount wms3s silver'],['plastic 8 lb'],[nan],sanus wms3s silver weather resistant small speaker wall mount wms3s. sanus wms3s silver small speaker wall mount wms3s holds up to an 8 pound speaker multiple pivot points weather resistant for indoor/outdoor use silver finish priced per pair. 29.99,[48],['sanus wall/ceiling speaker mount wms3s silver. plastic 8 lb. nan'],"['sanus wall/ceiling speaker mount wms3s silver. plastic 8 lb. nan', 'sanus speaker mount wms3b black. plastic 8 lb. nan', 'omnimount stainless steel speaker mount 20.0 wall-w. stainless steel 20 lb. nan', 'omnimount universal wall speaker mounting kit 20.0 wall-b. stainless steel 20 lb. 24.34', 'sanus flat panel tv wall mount vm1b. aluminum 50 lb. 69.99', 'sanus visionmount flat panel tv wall mount vmpl3b. steel 280 lb. 144.05', 'sanus flat panel tv wall mount vm400s. steel , aluminum 80 lb. nan', 'sanus mf209-b1 full motion wall tv mount. 60 lb. nan', 'sanus under cabinet lcd tv mount vmuc1s. 15 lb. nan', 'sanus visionmount lt25-b1 tilting wall mount. 175 lb black. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,sanus euro foundations satellite speaker stand efsatb,sanus euro foundations satellite speaker stand efsatb sturdy base adjustable pillar and floor spikes includes three different speaker mounting methods contemporary european design satin powder-coated black finish priced per pair,79.99,['sanus euro foundation series iii speaker stand efsatbkiii'],['steel black'],[nan],sanus euro foundations satellite speaker stand efsatb. sanus euro foundations satellite speaker stand efsatb sturdy base adjustable pillar and floor spikes includes three different speaker mounting methods contemporary european design satin powder-coated black finish priced per pair. 79.99,[43],['sanus euro foundation series iii speaker stand efsatbkiii. steel black. nan'],"['sanus euro foundation series iii speaker stand efsatbkiii. steel black. nan', 'sanus euro foundation series iii speaker stand efsatsiii. steel silver. nan', 'sanus speaker mount wms3b black. plastic 8 lb. nan', 'sanus wall/ceiling speaker mount wms3s silver. plastic 8 lb. nan', 'sanus mf215-b1 extending full motion mount. 60 lb. nan', 'sanus visionmount lt25-b1 tilting wall mount. 175 lb black. nan', 'sanus center channel speaker mount vmcc1b. steel. nan', 'omnimount stellar g303 series 3 shelf component stand black g303 dark. nan. 299.95', 'omnimount universal wall speaker mounting kit 20.0 wall-b. stainless steel 20 lb. 24.34', 'sanus mf209-b1 full motion wall tv mount. 60 lb. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,onkyo 6 disc cd player changer dxc390b,onkyo 6 disc cd player changer - dxc390b multi single-bit dac 6 repeat modes 40 random track memory direct track access 96 db s/n ratio 5 hz-20 khz frequency response remote control included black finish,,"['onkyo 6-disc cd changer w/vlsc , black nic dx-c390']",[nan],[179.72],onkyo 6 disc cd player changer dxc390b. onkyo 6 disc cd player changer - dxc390b multi single-bit dac 6 repeat modes 40 random track memory direct track access 96 db s/n ratio 5 hz-20 khz frequency response remote control included black finish. nan,[643],"['onkyo 6-disc cd changer w/vlsc , black nic dx-c390. nan. 179.72']","['onkyo 6-disc cd changer w/vlsc , black nic dx-c390. nan. 179.72', 'denon dcm-390 5 disc cd changer dcm390. nan. 348.0', 'kenwood kdc-c669 car cd changer kdcc669. cd-rw cd-text. nan', 'sony cdx-565mxrf 10-disc cd/mp3 changer. nan. 134.12', 'sony cdp-cx455 cd player/changer cdpcx455. cd-r , cd-rw , cd-rom mp3 , cd-text playback 400 disc ( s ) 32 programmable track ( s ). 219.99', 'sony cdp-cx355 300 disc megastorage cd changer. nan. 169.13', 'sony cdp-ce375 cd player/changer cdpce375. cd-rom , cd-r , cd-rw 5 disc ( s ) 32 programmable track ( s ). 114.18', 'denon pro 5 cd carousel changer nic dcm290p. nan. nan', 'sony scd-ce595 cd player scdce595. cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s ). nan', 'onkyo tx-nr906 a/v receiver txnr906b. thx ultra 2 , dolby digital plus , dolby truehd , dts-hd , neural surroundfm , am. 1497.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34,garmin deluxe carrying case black finish 0101023101,"garmin deluxe carrying case 0101023101 designed for street pilot iii 2610/2650 gps systems holds your gps system , mounting bracket , cables , batteries and data cards",,['garmin canvas deluxe carry case 010-10231-01'],['top loading handle nylon black'],[17.45],"garmin deluxe carrying case black finish 0101023101. garmin deluxe carrying case 0101023101 designed for street pilot iii 2610/2650 gps systems holds your gps system , mounting bracket , cables , batteries and data cards. nan",[36],['garmin canvas deluxe carry case 010-10231-01. top loading handle nylon black. 17.45'],"['garmin canvas deluxe carry case 010-10231-01. top loading handle nylon black. 17.45', 'garmin leather gps case. garmin 010-10723-02 leather gps case. nan', 'garmin lightweight gps case 010-10704-00. clam shell. nan', 'garmin leather carry case for nuvi 660\xa0010-10823 -01. top loading leather. 9.28', 'garmin vehicle suction cup mount. garmin 010-10723-03 vehicle suction cup mount. nan', 'garmin suction cup mount 010-10936-00. nan. 13.02', 'garmin adjustable vehicle suction cup 010-10823-03. nan. 7.22', 'garmin gps receiver dash mount 010-10613-00. nan. nan', 'garmin suction cup mount 010-10823-00. nan. 24.84', 'garmin suction cup mount 010-10815-00. nan. 17.4']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39,ge gsd4000nww white built-in dishwasher gsd4000wh,ge gsd4000nww white built-in dishwasher gsd4000wh 5-level powerscrub wash system with powershower electronic controls 100 percent water filtration with extrafine filter 2/4/8-hour delay start china/crystal cycle white finish,,['ge gsd4000nww dishwasher with 5 wash cycles std tub estar ( white ) gsd4000nww'],[nan],[313.29],ge gsd4000nww white built-in dishwasher gsd4000wh. ge gsd4000nww white built-in dishwasher gsd4000wh 5-level powerscrub wash system with powershower electronic controls 100 percent water filtration with extrafine filter 2/4/8-hour delay start china/crystal cycle white finish. nan,[984],['ge gsd4000nww dishwasher with 5 wash cycles std tub estar ( white ) gsd4000nww. nan. 313.29'],"['ge gsd4000nww dishwasher with 5 wash cycles std tub estar ( white ) gsd4000nww. nan. 313.29', 'ge gsd2400nww dishwasher with 5 wash cycles gsd2400nww. nan. 272.01', 'lg ldf6920st fully integrated dishwasher with 5 wash cycles , 3 spray arms , senseclean system , delay start , food disposer and self-clean filter : stainless steel. nan. nan', 'full console dishwasher with 4 automatic cycles du1055xtsb. nan. 378.29', ""frigidaire fdb130rgs 24 ' built-in dishwasher ( white ). nan. 246.54"", ""whirlpool du1055xtss 6 ' console undercounter dishwasher ( stainless steel ). nan. 359.0"", 'ddw1805w 18-in . portable dishwasher ( white , energy star ). nan. 474.36', 'whirlpool wtw6400sw cabrio 4.5 cu ft capacity washer ( white ). nan. 819.75', ""whirlpool wfw8300sw 27 ' front-load washer w/3 .4 cu . ft. capacity ( white ). nan. 668.75"", 'panasonic nn-h965wf luxury full-size 2-1/5 - cubic-foot 1250-watt microwave oven - white. nan. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,sony stereo audio receiver strde197,sony stereo audio receiver strde197 100 watts per channel x 2 am/fm tuning with 30 presets 5 function input selector 8 ohm rated amplifier remote control,,['sony str-de197 av receiver 100 watts per channel'],[nan],[122.43],sony stereo audio receiver strde197. sony stereo audio receiver strde197 100 watts per channel x 2 am/fm tuning with 30 presets 5 function input selector 8 ohm rated amplifier remote control. nan,[54],['sony str-de197 av receiver 100 watts per channel. nan. 122.43'],"['sony str-de197 av receiver 100 watts per channel. nan. 122.43', 'sony str-dg720 a/v receiver strdg720. dolby digital , dolby pro logic ii , dts 96/24 , dts neo :6 , dolby digital ex , dolby pro logic iix , dolby pro logic , dts-es , digital cinema sound , dts. 224.79', 'sony ht7200dh home theater system. dvd player , a/v receiver , 5.1 speakers 1 disc ( s ) progressive scan 1000w rms dolby digital , dolby pro logic , dolby pro logic ii , dts. 376.96', 'tx-sr806b receiver ( 7.1 channels , 130 w/channel , 0.08 % thd , supports 8 devices ) txsr806b. nan. 622.17', 'sony str-dg520 a/v receiver strdg520. dolby digital , dolby pro logic ii , digital cinema sound , dts. 164.51', 'sony xt-100hd hd radio tuner. nan. 38.0', 'sony str-dg920 a/v receiver strdg920. dolby digital , dolby pro logic ii , dts 96/24 , dts neo :6 , dolby digital ex , dolby pro logic iix , dolby pro logic , dts-es , digital cinema sound , dtsfm , am , xm. 404.07', 'sony str-dg820 a/v receiver strdg820. dolby digital , dolby pro logic ii , dts 96/24 , dts neo :6 , dolby digital ex , dolby pro logic iix , dolby pro logic , dts-es , digital cinema sound , dts. 318.72', 'sony bravia dav-hdx576wf home theater system. dvd player , amplifier , 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby pro logic ii. 478.72', 'sony ht-ct100 home theater system. , 3.1 speakers progressive scan 250w rms. 279.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43,panasonic genius prestige inverter microwave convection oven nnc994ss in stainless steel nnc994ss,panasonic genius prestige microwave convection oven nnc994ss 1.5 cubic foot capacity 1100 w microwave inverter power 1500 w convection power genius sensor cook two level cooking half mirror finish glass door stainless steel finish,,"['panasonic nn-c994s genius prestige convection microwave oven with inverter turbo defrost and one-touch sensor cooking , stainless']",[nan],[nan],panasonic genius prestige inverter microwave convection oven nnc994ss in stainless steel nnc994ss. panasonic genius prestige microwave convection oven nnc994ss 1.5 cubic foot capacity 1100 w microwave inverter power 1500 w convection power genius sensor cook two level cooking half mirror finish glass door stainless steel finish. nan,[178],"['panasonic nn-c994s genius prestige convection microwave oven with inverter turbo defrost and one-touch sensor cooking , stainless. nan. nan']","['panasonic nn-c994s genius prestige convection microwave oven with inverter turbo defrost and one-touch sensor cooking , stainless. nan. nan', 'panasonic nnsd797s 1.6 cu . ft. genius prestige inverter stainless steel microwave oven. nan. nan', 'panasonic 2.2 cu . ft. stainless steel luxury full size countertop microwave oven nnsd967ss. nan. nan', 'panasonic nnsd667s 1.2 cu . ft. countertop microwave oven in stainless steel. nan. nan', 'panasonic nn-h965wf luxury full-size 2-1/5 - cubic-foot 1250-watt microwave oven - white. nan. nan', 'panasonic nnsd767s 1.6 cu . ft. stainless steel countertop microwave oven. nan. nan', 'panasonic nn-h965bf microwave oven counter top 2.2 ft 1250w black. nan. nan', 'panasonic nn-sd377s 0.8 cu.ft . 800 watt microwave oven. nan. nan', 'panasonic nnsn667b 1.2 cu . ft. countertop microwave oven in black. nan. 108.63', 'panasonic nnsn667w 1.2 cu . ft. countertop microwave oven in white. nan. 107.81']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,sony super audio cd player scdce595,sony super audio cd player scdce595 multi-channel super audio cd playback capability cd/cd-r/cd-rw playback capability multi-channel direct stream digitial decoder multi-channel management system sacd text/cd text capability eta late january 2009,149.0,['sony scd-ce595 cd player scdce595'],"['cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s )']",[nan],sony super audio cd player scdce595. sony super audio cd player scdce595 multi-channel super audio cd playback capability cd/cd-r/cd-rw playback capability multi-channel direct stream digitial decoder multi-channel management system sacd text/cd text capability eta late january 2009. 149.0,[194],"['sony scd-ce595 cd player scdce595. cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s ). nan']","['sony scd-ce595 cd player scdce595. cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s ). nan', 'sony dvpcx995v dvd player. dvd + rw , dvd-rw , cd-rw dvd video , video cd , svcd , sacd , mp3 , jpeg playback 400 disc ( s ) progressive scan black. 249.99', 'sony compact disc player/recorder rcdw500c. cd-r , cd-rw , cd-rom cd-text , mp3 playback 5 disc ( s ) 24 programmable track ( s ). 219.76', 'sony cdp-ce375 cd player/changer cdpce375. cd-rom , cd-r , cd-rw 5 disc ( s ) 32 programmable track ( s ). 114.18', 'sony cdp-cx455 cd player/changer cdpcx455. cd-r , cd-rw , cd-rom mp3 , cd-text playback 400 disc ( s ) 32 programmable track ( s ). 219.99', 'sony bravia dav-hdx279wc home theater system. dvd player , 6.1 speakers 5 disc ( s ) progressive scan dolby digital , dts , dolby pro logic ii black. 318.01', 'denon dvd-2930ci dvd player dvd2930ci. dvd + rw , dvd-rw , cd-rw dvd video , dvd audio , sacd , video cd , picture cd , jpeg , wma , pcm , hdcd , mp3 , mpeg-1 , mpeg-2 , mpeg-4 , divx playback 1 disc ( s ) progressive scan black. 448.0', 'denon dvd-1800bd blu-ray disc player. bd-r , dvd-r , cd-r , secure digital ( sd ) bd video , dvd video , wma , mp3 , divx 6 , jpg playback progressive scan. 499.0', 'sony str-dg920 a/v receiver strdg920. dolby digital , dolby pro logic ii , dts 96/24 , dts neo :6 , dolby digital ex , dolby pro logic iix , dolby pro logic , dts-es , digital cinema sound , dtsfm , am , xm. 404.07', 'sony dvpns57p dvd player dvpns57ps. dvd-r , dvd + r , dvd + rw , dvd-rw , cd-rw dvd video , svcd , video cd , jpeg , mp3 playback 1 disc ( s ) progressive scan silver. 45.32']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
