id_left,title_left,manufacturer_left,price_left,title_right,manufacturer_right,price_right,text_src,id_right,text_tgt,candidates,labels
1265,3 great games for guys,dreamcatcher interactive,29.99,['dreamcatcher interactive 3 great games for guys'],[nan],[26.14],3 great games for guys. dreamcatcher interactive. 29.99,[470],['dreamcatcher interactive 3 great games for guys. nan. 26.14'],"['dreamcatcher interactive 3 great games for guys. nan. 26.14', 'xbox : scarface : the world is yours. nan. 39.99', 'ultimate games for girls 3 for pc. nan. 19.99', 'chessmaster 9000 : feral interactive. nan. 38.99', 'aspyr stubbs the zombie. nan. 35.99', 'sony psp : cabelas dangerous hunts. nan. 29.95', 'dreamcatcher interactive wanted wild willy west. nan. 17.55', 'dreamcatcher interactive obscure. nan. 17.55', 'sony playstation 2 : socom 3 us navy seals. nan. 19.99', 'sony playstation 2 : the grim adventures of bill and mandy. nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1271,anime studio 5 win 98/me 2000/xp mac os 10.4 & up,aladdin systems,49.99,['allume anime studio 5'],[nan],[44.99],anime studio 5 win 98/me 2000/xp mac os 10.4 & up. aladdin systems. 49.99,[467],['allume anime studio 5. nan. 44.99'],"['allume anime studio pro. nan. 179.99', 'studio plus version 11. pinnacle systems. 90.99', 'stationery design studio ( win 98 me 2000 xp ). nan. 19.99', 'allume anime studio 5. nan. 44.99', 'poser 7 ( win 2000 xp/mac 10.4 or higher ub ). nan. 199.99', 'allume morpheus photo animation suite. smith-micro-software-inc .. 41.99', 'power production storyboard quick 5 software for mac and windows animation software. nan. 299.0', 'pinnacle ( tm ) studio plus 10.5 titanium edition. nan. 99.99', 'encore software 10467 clickart 950k dvd 2006 by broderbund. nan. 25.97', 'encore software 460001 the big box of art 410000 95/98/me / nt4/w2k/xp ( win 95 98 me nt 2000 xp ). nan. 17.97']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1272,punch ! home design architectural series 18,punch ! software,129.99,['punch software 42100 punch ! home design architectural series 18 ( small box )'],['punch software'],[119.99],punch ! home design architectural series 18. punch ! software. 129.99,[2744],['punch software 42100 punch ! home design architectural series 18 ( small box ). punch software. 119.99'],"['punch software 41100 punch ! home design architectural series 18. punch software. 118.99', 'punch software 41100 punch ! home design architectural series 18. punch software. 118.99', 'punch software 41100 punch ! home design architectural series 18. punch software. 118.99', 'punch software 42100 punch ! home design architectural series 18 ( small box ). punch software. 119.99', 'punch software 42100 punch ! home design architectural series 18 ( small box ). punch software. 119.99', 'punch software 42100 punch ! home design architectural series 18 ( small box ). punch software. 119.99', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc. nan. 59.97']","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1275,punch ! super home suite,punch ! software,49.99,"['punch software 38100 punch ! super home suite ( small box )', 'punch software punch ! super home suite', 'punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc', 'punch software 38100 punch ! super home suite ( small box )']","['punch software', nan, nan, 'punch software']","[45.99, 49.95, 45.97, 45.99]",punch ! super home suite. punch ! software. 49.99,"[2420, 2432, 1032, 2338]","['punch software 38100 punch ! super home suite ( small box ). punch software. 45.99', 'punch software punch ! super home suite. nan. 49.95', 'punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc. nan. 45.97', 'punch software 38100 punch ! super home suite ( small box ). punch software. 45.99']","['punch software punch ! super home suite. nan. 49.95', 'punch software 17100 punch ! super home suite. punch software. 45.99', 'punch software 17100 punch ! super home suite. punch software. 45.99', 'punch software 17100 punch ! super home suite. punch software. 45.99', 'punch software 38100 punch ! super home suite ( small box ). punch software. 45.99', 'punch software 38100 punch ! super home suite ( small box ). punch software. 45.99', 'punch software 38100 punch ! super home suite ( small box ). punch software. 45.99', 'punch software 17100 punch ! super home suite v. 3.0 complete product architectural 1 user complete productcomplete productstandard english pc. nan. 45.97', 'punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc. nan. 45.97', 'punch software 14100 punch ! professional home design suite for windows. punch software. 62.99']","[1, 0, 0, 0, 1, 1, 1, 0, 1, 0]"
1277,palo alto marketing plan pro 9.0,palo-alto-software,179.0,['palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc'],['palo-alto-software'],[149.97],palo alto marketing plan pro 9.0. palo-alto-software. 179.0,[1031],['palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc. palo-alto-software. 149.97'],"['palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc. palo-alto-software. 149.97', 'palo alto software business plan pro 2007. palo-alto-software. 88.83', 'palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc. nan. 83.97', 'palo alto business plan pro 2007. nan. 83.99', 'palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc. palo-alto-software. 184.97', 'business plan pro ( r ) 2004. nan. 99.87', 'individual software business planmaker pro 2008 ( pc ). nan. 39.99', 'individual software pmm-bp6 business planmaker professional 2007 win 98 me 2000 xp. nan. 33.97', 'individual software prm-bp5 business planmaker 2006 deluxe win 98 me 2000 xp. nan. 42.97', 'j8990a hp procurve mobility manager v. 1.0 license and media 1 user win. nan. 1525.72']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1278,easy video editor 2.0 by honest technology,global-marketing-partners,50.88,['global marketing partners easy video editor 2.0 honest technology'],['global-marketing-partners'],[25.21],easy video editor 2.0 by honest technology. global-marketing-partners. 50.88,[477],['global marketing partners easy video editor 2.0 honest technology. global-marketing-partners. 25.21'],"['global marketing partners easy video editor 2.0 honest technology. global-marketing-partners. 25.21', 'global marketing partners video patrol 5.0 honest technology. global-marketing-partners. 25.2', 'global marketing partners dvd player 3.0 honest technology. nan. 16.92', 'global marketing partners backpack journalist honest technology. nan. 83.27', 'global marketing partners icopydvds2 ultra by digital wunders. global-marketing-partners. 79.9', 'global marketing partners art text belight software. nan. 43.29', 'global marketing partners antivirus v. 10 bit defender. global-marketing-partners. 31.96', 'global marketing partners homepage maker 5 bhv. nan. 26.14', 'global marketing partners mcid global marketing magicard id professional software educational software complete product. nan. 210.97', 'belight swift publisher page layout software. global-marketing-partners. 39.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1279,palo alto business plan pro premier 2007,palo-alto-software,199.0,['palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc'],['palo-alto-software'],[184.97],palo alto business plan pro premier 2007. palo-alto-software. 199.0,[1030],['palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc. palo-alto-software. 184.97'],"['palo alto software business plan pro 2007. palo-alto-software. 88.83', 'palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc. palo-alto-software. 184.97', 'palo alto business plan pro 2007. nan. 83.99', 'palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc. nan. 83.97', 'palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc. palo-alto-software. 149.97', 'individual software business planmaker pro 2008 ( pc ). nan. 39.99', 'individual software pmm-bp6 business planmaker professional 2007 win 98 me 2000 xp. nan. 33.97', 'business plan pro ( r ) 2004. nan. 99.87', 'individual software prm-bp5 business planmaker 2006 deluxe win 98 me 2000 xp. nan. 42.97', 'business planmaker deluxe. nan. 49.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1280,national parks : enhanced scenery add-on for microsoft flight simulator 2002 & 2000,abacus,19.99,['abacus national parks enhanced scenery'],[nan],[17.55],national parks : enhanced scenery add-on for microsoft flight simulator 2002 & 2000. abacus. 19.99,[482],['abacus national parks enhanced scenery. nan. 17.55'],"['abacus national parks enhanced scenery. nan. 17.55', 'abacus software s546 usa extreme landscapes for fs2004 and fs2002 3cd set. abacus software. 28.99', 'abacus software s546 usa extreme landscapes for fs2004 and fs2002 3cd set. abacus software. 28.99', 'abacus software s546 usa extreme landscapes for fs2004 and fs2002 3cd set. abacus software. 28.99', 'abacus software s552 fs fighter pilot for fs2004 and fs2002. abacus software. 28.99', 'abacus software s552 fs fighter pilot for fs2004 and fs2002. abacus software. 28.99', 'abacus software s515 flight simulation sea plane adventures pc. abacus software. 28.99', 'abacus software s515 flight simulation sea plane adventures pc. abacus software. 28.99', 'abacus software s482 scenic railway add-on for pc. abacus software. 24.99', 'abacus software s482 scenic railway add-on for pc. abacus software. 24.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1281,palo alto business plan pro 2007,palo-alto-software,99.95,"['palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc', 'palo alto software business plan pro 2007']","[nan, 'palo-alto-software']","[83.97, 88.83]",palo alto business plan pro 2007. palo-alto-software. 99.95,"[1029, 551]","['palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc. nan. 83.97', 'palo alto software business plan pro 2007. palo-alto-software. 88.83']","['palo alto business plan pro 2007. nan. 83.99', 'palo alto software business plan pro 2007. palo-alto-software. 88.83', 'palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc. nan. 83.97', 'palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc. palo-alto-software. 184.97', 'palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc. palo-alto-software. 149.97', 'individual software business planmaker pro 2008 ( pc ). nan. 39.99', 'business plan pro ( r ) 2004. nan. 99.87', 'business planmaker deluxe. nan. 49.99', 'individual software prm-bp5 business planmaker 2006 deluxe win 98 me 2000 xp. nan. 42.97', 'individual software pmm-bp6 business planmaker professional 2007 win 98 me 2000 xp. nan. 33.97']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1282,adobe after effects cs3,adobe,999.0,['adobe after effects cs3 professional software for mac effects software'],[nan],[998.95],adobe after effects cs3. adobe. 999.0,[2377],['adobe after effects cs3 professional software for mac effects software. nan. 998.95'],"['adobe after effects cs3 professional software for windows effects software. nan. 998.95', 'adobe after effects cs3 professional software for mac effects software. nan. 998.95', 'adobe cs3 after effects. nan. 1025.99', 'adobe cs3 after effects academic. nan. 329.99', 'adobe cs3 after effects upgrade. nan. 306.99', 'adobe after effects professional 7 software for windows effects software. nan. 999.0', 'adobe after effects professional 7.0 software effects software. nan. 998.95', '25510587 adobe after effects cs3 professional complete package 1 user dvd win c. nan. 1054.23', 'adobe premiere pro cs3 academic. nan. 339.99', 'adobe premiere pro cs3. nan. 825.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1283,namo webeditor 2006,namo,99.99,['csdc namo webeditor suite 2006'],[nan],[83.92],namo webeditor 2006. namo. 99.99,[496],['csdc namo webeditor suite 2006. nan. 83.92'],"['csdc namo webeditor suite 2006. nan. 83.92', 'web easy ( r ) professional 6. nan. 49.99', 'microsoft ( r ) works suite 2006. nan. 99.99', 'microsoft ( r ) expression web 1.0. nan. 299.95', 'apple appleworks 6.2.9 ( mac ). nan. 79.99', 'microsoft onenote 2007 ( pc ). nan. 99.95', 'printshop 20 pro publisher. nan. 34.9', 'corel ( r ) paint shop pro xi. nan. 99.99', 'summitsoft corp photoedit 2. nan. 26.14', 'software. nan. 274.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1284,punch ! master landscape & home design,punch ! software,99.99,"['punch software 25100 punch ! master landscape and home design', 'punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc']","['punch software', nan]","[45.99, 45.97]",punch ! master landscape & home design. punch ! software. 99.99,"[1039, 1052]","['punch software 25100 punch ! master landscape and home design. punch software. 45.99', 'punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc. nan. 45.97']","['punch software 25100 punch ! master landscape and home design. punch software. 45.99', 'punch software 25100 punch ! master landscape and home design. punch software. 45.99', 'punch software 25100 punch ! master landscape and home design. punch software. 45.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 26100 punch ! master landscape and home design ( small box ). punch software. 45.99', 'punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc. nan. 45.97', 'punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc. nan. 45.97', 'punch software master landscape professional & home design v 10.0. nan. 69.99', 'punch software 85100 punch!master landscape pro v10 and home design. nan. 59.97']","[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
1285,black & white platinum pack ( mac ),feral interactive,29.99,['feral interactive limited black & white platinum pack'],[nan],[27.37],black & white platinum pack ( mac ). feral interactive. 29.99,[497],['feral interactive limited black & white platinum pack. nan. 27.37'],"['feral interactive limited black & white platinum pack. nan. 27.37', 'chessmaster 9000 : feral interactive. nan. 38.99', 'feral interactive ford racing 2 for os x. nan. 24.0', 'aspyr media sid meiers civilization iv mac. nan. 44.99', 'aspyr leave the lights on-bundle. nan. 29.99', 'feral interactive the movies. nan. 47.99', 'star wars empire at war ( mac intel ). nan. 49.99', 'civilization iv warlords expansion for mac. nan. 29.99', 'feral interactive limited chessmaster 9000. nan. 35.98', 'allume stuffit deluxe 11 macintosh dvd pack sold only with a apple cpu .. nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1286,webroot desktop firewall,webroot software,29.99,"['webroot software inc 54210 webroot desktop firewall firewall pc', 'webroot software 54210 desktop firewall', 'webroot software 54210 desktop firewall']","[nan, 'webroot software', 'webroot software']","[25.97, 26.99, 26.99]",webroot desktop firewall. webroot software. 29.99,"[1038, 2739, 2935]","['webroot software inc 54210 webroot desktop firewall firewall pc. nan. 25.97', 'webroot software 54210 desktop firewall. webroot software. 26.99', 'webroot software 54210 desktop firewall. webroot software. 26.99']","['webroot software 54210 desktop firewall. webroot software. 26.99', 'webroot software 54210 desktop firewall. webroot software. 26.99', 'webroot software 54210 desktop firewall. webroot software. 26.99', 'webroot software inc 54210 webroot desktop firewall firewall pc. nan. 25.97', 'webroot software window washer. nan. 29.99', 'webroot software 65210 spy sweeper 3 pc. webroot software. 31.99', 'webroot software 65210 spy sweeper 3 pc. webroot software. 31.99', 'webroot software 65210 spy sweeper 3 pc. webroot software. 31.99', 'webroot software 65210 spy sweeper 3 pc. webroot software. 31.99', 'webroot ( r ) window washer ( tm ) 5.0. nan. 28.99']","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1287,punch ! 5 in 1 home design,punch ! software,39.99,['punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc'],[nan],[35.97],punch ! 5 in 1 home design. punch ! software. 39.99,[1035],['punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc. nan. 35.97'],"['punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 20100 punch ! 5 in 1 home design. punch software. 35.99', 'punch software 90500 home design studio mac. punch software. 135.99', 'punch software 90500 home design studio mac. punch software. 135.99', 'punch software 90500 home design studio mac. punch software. 135.99', 'punch software 35100 punch ! professional home design suite ( small box ). punch software. 62.99', 'punch software 35100 punch ! professional home design suite ( small box ). punch software. 62.99', 'punch software 35100 punch ! professional home design suite ( small box ). punch software. 62.99', 'punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc. nan. 35.97']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1288,city of heroes good vs. evil edition,nc soft,29.99,['nc interactive inc city of heroes : good vs. evil edition'],[nan],[29.84],city of heroes good vs. evil edition. nc soft. 29.99,[493],['nc interactive inc city of heroes : good vs. evil edition. nan. 29.84'],"['nc interactive inc city of heroes : good vs. evil edition. nan. 29.84', 'heroes of might and magic v. nan. 47.99', 'sony playstation 2 : justice league heroes. nan. 29.99', 'world of warcraft burning crusade. nan. 39.99', 'ea sports battlefield 1942 : deluxe edition ( pc ) game. nan. 9.99', 'downloadable dark messiah might and magic + download protection. nan. 29.99', 'nintendo gamecube sonic heroes/shadow the hedgehog 2 pk. nan. 29.99', 'xbox 360 : call of action 3 gold edition. nan. 59.99', 'microsoft rise of nations : rise of legends for pc. nan. 16.99', 'evergirl : pc cd-rom video game. nan. 14.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1289,business card factory deluxe 3.0,nova development,29.99,['nova development corp business card factory deluxe 3.0'],[nan],[28.3],business card factory deluxe 3.0. nova development. 29.99,[494],['nova development corp business card factory deluxe 3.0. nan. 28.3'],"['nova development corp business card factory deluxe 3.0. nan. 28.3', 'nova development ghw humorous greeting card factory. nova development. 29.99', 'nova development bsw business plan writer deluxe 8.0. nova development. 94.99', 'nova greeting card factory for mac. nan. 41.99', 'nova print explosion deluxe 3.0. nan. 46.99', 'photo explosion deluxe 3.0 nova. nan. 49.99', 'belight business card composer. nan. 39.99', 'business planmaker deluxe. nan. 49.99', 'nova development rgw-n10 winway resume deluxe 11.0. nova development. 349.99', 'encore software 2137421 printshop business card maker ( win 98 me 2000 xp ). nan. 8.64']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1291,big tiny little a tiny little christmas,yamaha,34.95,['big tiny little big tiny little a tiny little christmas'],[nan],[23.59],big tiny little a tiny little christmas. yamaha. 34.95,[701],['big tiny little big tiny little a tiny little christmas. nan. 23.59'],"['big tiny little big tiny little a tiny little christmas. nan. 23.59', 'yamaha christmas around the piano intermediate. nan. 25.77', 'sue downs yamaha it will be a blue christmas without sue ( for use with the disklavier with cd feature ). nan. 29.4', 'larry cohn neil diamond yamaha neil diamond the christmas album smart pianosoft. nan. 14.86', 'rosemary clooney yamaha rosemary clooney white christmas smart pianosoft. nan. 18.5', 'alan pasqua yamaha have yourself an alan pasqua christmas. nan. 29.4', 'yamaha carole king tapestry smart pianosoft. nan. 14.86', ""yamaha america america 's greatest hits history smart pianosoft. nan. 14.86"", 'amy grant yamaha amy grant the collection smart pianosoft. nan. 14.86', 'jim brickman yamaha jim brickman winter peace. nan. 25.77']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1293,systemsuite 8 professional,individual software,49.99,['individual software inc systemsuite 8 professional ( us pos )'],[nan],[46.42],systemsuite 8 professional. individual software. 49.99,[700],['individual software inc systemsuite 8 professional ( us pos ). nan. 46.42'],"['systemsuite 6 ( tm ) professional mini. nan. 49.99', 'individual software inc systemsuite 8 professional ( us pos ). nan. 46.42', 'avanquest usa 1461 system suit 7 professional. avanquest usa. 44.99', 'system care ? professional. nan. 49.99', 'individual software inc small business advantage deluxe. nan. 16.9', 'allume checkit system performance suite. nan. 84.99', 'individual software professor teaches windows xp. nan. 19.99', 'system mechanic ( r ) 5 professional. nan. 69.95', 'zonealarm ( r ) internet security suite. nan. 49.99', 'punch software punch ! super home suite. nan. 49.95']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1294,jumpstart 4th-6th grade v 2.0 b43,knowledge adventure,19.99,['knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43'],[nan],[16.93],jumpstart 4th-6th grade v 2.0 b43. knowledge adventure. 19.99,[703],['knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43. nan. 16.93'],"['knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43. nan. 16.93', 'jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'jumpstart advanced 1st grade knowledge adventure. nan. 19.99', 'knowledge adventure 20033 jumpstart reading with karaoke. knowledge adventure. 19.99', 'knowledge adventure inc. jumpstart world 2nd grade mini box. nan. 16.93', 'knowledge adventure inc. jumpstart advanced preschool v2 .0. nan. 16.93', 'knowledge adventure inc. 20223 jumpstart world 1st grade mini box. nan. 16.93', 'knowledge adventure 785105 jumpstart explore-gr1-3 add on. nan. 12.99', 'jumpstart ( r ) advanced 1st grade. nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1297,quickverse sermon builder 4.0,findex.com inc,69.95,['findex.com inc sermon builder 4.0'],[nan],[43.33],quickverse sermon builder 4.0. findex.com inc. 69.95,[689],['findex.com inc sermon builder 4.0. nan. 43.33'],"['findex.com inc sermon builder 4.0. nan. 43.33', 'findex.com quickverse bible study 2007 mobile deluxe. nan. 24.99', 'findex.com inc quickverse mac bible study 2007 gold box. nan. 215.42', 'findex.com inc quickverse bible study 2007 bible suite. nan. 24.89', 'findex.com inc quickverse mac bible study 2007 white box. nan. 37.18', 'individual software inc quickverse bible premier suite ( us pos ). nan. 37.19', 'quicken ( r ) 2004 basic. nan. 29.99', 'quicken ( r ) 2004 deluxe. nan. 59.99', 'ce software 4501eu01up40 quickeys 5.0 upgrade from 4.0. ce software. 35.95', 'ce software 4501eu01up40 quickeys 5.0 upgrade from 4.0. ce software. 35.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1298,ultra sudoku/ultra kakuro,abacus,29.95,['abacus ultra sudoku/ultra kakuro'],[nan],[17.55],ultra sudoku/ultra kakuro. abacus. 29.95,[698],['abacus ultra sudoku/ultra kakuro. nan. 17.55'],"['abacus ultra sudoku/ultra kakuro. nan. 17.55', 'sudoku for kids. nan. 9.99', 'ultimate puzzle collection. nan. 9.95', 'abacus scrapbook for windows. nan. 26.14', 'abacus software ss69 corporate pilot 2. abacus software. 28.99', 'abacus software ss69 corporate pilot 2. abacus software. 28.99', 'abacus software flight deck 4. nan. 24.99', 'abacus software s fs commuter pilot pc. abacus software. 28.99', 'abacus software s fs commuter pilot pc. abacus software. 28.99', 'abacus software s532 military aircraft collection for pc. abacus software. 18.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1299,snap ! spelling ( jewel case ),topics entertainment,19.95,['spelling'],[nan],[4.93],snap ! spelling ( jewel case ). topics entertainment. 19.95,[697],['spelling. nan. 4.93'],"['topics entertainment cs-50613 snap ! 8 player poker 5 pack. nan. 18.99', 'topics entertainment snap ! kakuro. nan. 3.44', 'topics entertainment snap ! hair styler studio. nan. 3.44', 'i spy mystery by topics entertainment. nan. 23.99', 'corel ( r ) snapfire ( tm ) plus. nan. 39.99', 'topics entertainment i spy fantasy w / i spy bk & mini cd. nan. 17.55', 'poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ). nan. 9.59', 'total 3d home deluxe ( jewel case ) ( jce-th6 ). nan. 9.59', 'geometry ( win/mac ) ( jewel case ) ( 10158 ). nan. 9.59', 'spelling. nan. 4.93']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1302,scrabble with bonus clue,encore,19.99,['encore software 11610 scrabble with bonus clue win 98 me 2000 xp'],[nan],[18.97],scrabble with bonus clue. encore. 19.99,[745],['encore software 11610 scrabble with bonus clue win 98 me 2000 xp. nan. 18.97'],"['encore software 11611 scrabble with bonus clue sb cs by hasbro. nan. 17.97', 'encore software 11610 scrabble with bonus clue win 98 me 2000 xp. nan. 18.97', 'encore software 11191 scrabble sb cs by hasbro. nan. 17.97', 'encore software 11192 scrabble champion edition win 98 me 2000 xp. nan. 18.97', 'encore software 11190 scrabble win 98 me 2000 xp. nan. 18.97', 'encore software 11290 scrabble complete win 98 me xp. nan. 7.69', 'encore software 14111 jeopardy! deluxe. nan. 17.97', 'encore 10023 hoyle mahjongg for pc. encore. 6.99', 'encore software 10593 encore tlc clue finders math learning system 2007 complete product educational 1 user complete product standard pc mac. nan. 17.97', 'encore software 11253 brain food games : cranium collection 2006 sb cs by encore. nan. 17.97']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1304,piano wizard premier software & stickers & midi cable,re : launch,149.95,['re : launch piano wizard premier software & stickers & midi cable'],[nan],[113.86],piano wizard premier software & stickers & midi cable. re : launch. 149.95,[712],['re : launch piano wizard premier software & stickers & midi cable. nan. 113.86'],"['re : launch piano wizard premier software & stickers & midi cable. nan. 113.86', 're launch piano wizard premier w/49e keystation. nan. 161.99', 'yamaha company smart pianosoft. nan. 18.5', 'larry cohn yamaha anastacia freak of nature smart pianosoft. nan. 14.86', 'yamaha bread best of bread smart pianosoft. nan. 14.86', 'david gray mike garson yamaha david gray a new day at midnight smart pianosoft. nan. 14.86', 'yamaha carole king tapestry smart pianosoft. nan. 14.86', 'steely dan mike garson yamaha steely dan pretzel logic smart pianosoft. nan. 14.86', 'midisoft corporation guitar tool worship edition. nan. 43.36', 'rob mullins yamaha welcome to planetmullins ! pianosoft plus audio. nan. 29.4']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1306,emedia guitarpro 5 win/mac,emedia,59.99,['emedia music corp guitar pro v 5.1 ( hybrid )'],[nan],[51.92],emedia guitarpro 5 win/mac. emedia. 59.99,[705],['emedia music corp guitar pro v 5.1 ( hybrid ). nan. 51.92'],"['emedia music corp guitar pro v 5.1 ( hybrid ). nan. 51.92', 'emedia rock guitar method ( win 95 98 me nt 2000 xp/mac 8.0 ). nan. 39.15', 'emedia eg04025 intermediate guitar method complete package. emedia. 53.99', 'emedia music corp emedia intermediate guitar method. nan. 49.21', 'emedia music corp emedia guitar basics. nan. 16.64', 'emedia eg03014 bass method os x. emedia. 53.99', 'emedia music corp my guitar. nan. 24.81', 'apple/emagic logic pro 7.2 software music production software. nan. 999.0', 'sony media software acid pro 5 music production software. nan. 199.95', 'emedia essential bass guitar dvd. nan. 16.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1309,academy award winners,yamaha,31.95,['bobby walters academy award winners'],[nan],[23.59],academy award winners. yamaha. 31.95,[662],['bobby walters academy award winners. nan. 23.59'],"[""yamaha america america 's greatest hits history smart pianosoft. nan. 14.86"", 'bobby walters academy award winners. nan. 23.59', 'yamaha company smart pianosoft. nan. 18.5', 'yamaha the hits of elton john. nan. 25.77', 'yamaha bread best of bread smart pianosoft. nan. 14.86', 'sade yamaha sade diamond life smart pianosoft. nan. 14.86', 'amy grant yamaha amy grant the collection smart pianosoft. nan. 14.86', 'yamaha piano la carte. nan. 22.13', 'yamaha the turtles 20 greatest hits smart pianosoft. nan. 18.5', 'yamaha carole king tapestry smart pianosoft. nan. 14.86']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1310,ca antivirus 2007,computer associates,39.95,['ca antivirus 2007'],[nan],[32.28],ca antivirus 2007. computer associates. 39.95,[663],['ca antivirus 2007. nan. 32.28'],"['symantec norton anti-virus 2007 windows. nan. 39.99', 'mcafee virusscan plus 2007 ( pc ). nan. 39.99', 'norton antivirus 2007 3 user pack. nan. 49.95', 'mcafee inc total protection 2007 3-user. nan. 92.51', 'mcafee internet security 7.0. nan. 69.99', 'mcafee internet security suite 2007 3-user ( pc ). nan. 89.99', 'zonealarm antivirus 2007 ( pc ) zonelabs. nan. 29.99', 'pc-cillin internet security 2007 3-user ( win me 2000 xp ). nan. 49.95', 'ca anti-spyware 2007. nan. 24.99', 'ca antivirus 2007. nan. 32.28']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
