id_left,title_left,category_left,brand_left,modelno_left,price_left,title_right,category_right,brand_right,modelno_right,price_right,text_src,id_right,text_tgt,candidates,labels
57,vantec nexstar se 2.5 sata hard drive rack,electronics - general,vantec,mrk-515st,10.74,['vantec nexstar se 2.5-inch sata hard drive rack mrk-515st black'],['computers accessories'],['vantec'],['mrk-515st'],[10.74],vantec nexstar se 2.5 sata hard drive rack. electronics - general. vantec. mrk-515st. 10.74,[13302],['vantec nexstar se 2.5-inch sata hard drive rack mrk-515st black. computers accessories. vantec. mrk-515st. 10.74'],"['vantec nexstar se 2.5-inch sata hard drive rack mrk-515st black. computers accessories. vantec. mrk-515st. 10.74', 'vantec nexstar se dual 2.5-inch sata hard drive rack mrk-525st black. computers accessories. vantec. mrk-525st. 13.57', 'vantec nexstar se rack tray for vantec nexstar se series mrk-515st c black. computers accessories. vantec. mrk-515st * c. 5.09', 'vantec nexstar tx 2.5-inch sata to usb 2.0 external hard drive enclosure. hard drive enclosures. vantec. nst-210s2-bk. 9.77', 'vantec ez swap 4 3.5-inch aluminum removable trayless sata hard drive rack with lcd and fan mrk-401st-bk black. computers accessories. vantec. mrk-401st-bk. 27.99', 'vantec nexstar sx nst-285s2-sl 2.5-inch sata to usb 2.0 external hard drive enclosure metallic silver silver. hard drive enclosures. vantec. nst-285s2-sl. 15.88', 'vantec mrk-250st ez swap ex 2.5 serial ata hard drive sata to sata usb 2.0. hard drive enclosures. vantec. mrk-250st. 39.68', 'vantec nexstar sx nst-285s2-bk 2.5-inch sata to usb 2.0 external hard drive enclosure onyx black. hard drive enclosures. vantec. nst-285s2-bk. 18.06', 'vantec nexstar 3 superspeed 3.5 sata i ii to usb 3.0 external enclosure. hard drive enclosures. vantec. nst-380s3-bk. 40.99', 'vantec nexstar superspeed 2.5-inch sata to usb 3.0 external hard drive enclosure nst-280s3-bk black. computers accessories. vantec. nst-280s3-bk. 26.62']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64,los angeles lakers iphone 3g duo case,electronics - general,tribeca,fva4005,24.99,['los angeles lakers iphone 3g duo case'],['computers accessories'],['tribeca'],[nan],[9.99],los angeles lakers iphone 3g duo case. electronics - general. tribeca. fva4005. 24.99,[8391],['los angeles lakers iphone 3g duo case. computers accessories. tribeca. nan. 9.99'],"['los angeles lakers iphone 3g duo case. computers accessories. tribeca. nan. 9.99', 'los angeles angels iphone 3g 3gs silicone case. cases. tribeca. fva2034. 9.99', 'los angeles lakers ipod touch 4g hard case. computers accessories. tribeca. nan. 29.99', 'los angeles dodgers iphone 3g 3gs silicone case. computers accessories. tribeca. fva2024. 9.99', 'san antonio spurs iphone 3g 3gs silicone case. computers accessories. tribeca. fva2298. 7.99', 'new york knicks iphone 3g duo case. computers accessories. tribeca. nan. 9.99', 'chicago bulls iphone 3g duo case. computers accessories. tribeca. nan. 9.99', 'miami heat iphone 3g duo case. computers accessories. tribeca. nan. 9.99', 'boston celtics iphone 3g duo case. computers accessories. tribeca. nan. 9.99', 'north carolina iphone 3g 3gs silicone case. computers accessories. tribeca. fva0445. 9.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65,epson t020201 color ink cartridge,printers,epson,t020201,27.0,['epson durabrite ultra ink cartridges magenta t044320'],['inkjet printer ink'],['epson'],['t044320'],[11.99],epson t020201 color ink cartridge. printers. epson. t020201. 27.0,[7156],['epson durabrite ultra ink cartridges magenta t044320. inkjet printer ink. epson. t044320. 11.99'],"['epson t020201 color ink cartridge. inkjet printer ink. epson. t020201. 18.7', 'epson t027201 inkjet cartridge color. inkjet printer ink. epson. t027201. 21.49', 'epson t029201 tri-color ink cartridge. inkjet printer ink. epson. t029201. 14.69', 'epson t026201 1 black and t027201 1 color ink cartridge twin pack. inkjet printer ink. epson. t026201-bcd. 44.99', 'epson t008201 color inkjet cartridge. inkjet printer ink. epson. t008201. 18.18', 'epson t037020 tricolor ink cartridge. inkjet printer ink. epson. t037020. 11.49', 'epson t001011 color inkjet cartridge. inkjet printer ink. epson. t001011. 26.95', 'epson t009201 stylus photo color cartridge. inkjet printer ink. epson. t009201. 25.87', 'epson 78 cyan ink cartridge t078220. inkjet printer ink. epson. t078220. 7.64', 'epson durabrite ultra ink cartridges magenta t044320. inkjet printer ink. epson. t044320. 11.99']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
66,q-see professional indoor dome camera qsd360,garden - general,q-see,qsd360,99.82,['q-see qsd360 indoor outdoor vandalproof dome ccd camera color'],['dome cameras'],['q-see'],['qsd360'],[103.88],q-see professional indoor dome camera qsd360. garden - general. q-see. qsd360. 99.82,[3668],['q-see qsd360 indoor outdoor vandalproof dome ccd camera color. dome cameras. q-see. qsd360. 103.88'],"['q-see qsd360 indoor outdoor vandalproof dome ccd camera color. dome cameras. q-see. qsd360. 103.88', 'q-see qsdnv indoor dome cmos camera w night vision color. dome cameras. q-see. qsdnv. 46.99', 'q-see qsm30d dome decoy camera. dome cameras. q-see. qsm30d. 15.82', 'q-see qsh49l high-resolution dome color ccd camera. dome cameras. q-see. qstc201. 129.99', 'q-see qsm30d2pk dome decoy cameras 2 pack. dome cameras. q-see. qsm30d2pk. 26.77', 'digital peripheral solutions qsm1424w q-see wide angle indoor and outdoor security camera. surveillance cameras. q-see. qsm1424w. 49.99', 'q-see qpscdnv professional indoor ccd camera w night vision color. bullet cameras. q-see. qpscdnv. 83.35', 'q-see outdoor ccd camera 480tvl with 65ft night vision 3.6 mm lens. surveillance cameras. q-see. qsds3636w. 139.89', 'q-see qspt10x weatherproof ptz speed dome with 10x optical zoom 10x digital zoom. dome cameras. q-see. qspt10x. 403.88', 'q-see qpscdca professional indoor ccd camera w audio color. surveillance cameras. q-see. qpscdca. 71.14']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
69,lorex simulated bullet style surveillance camera,garden - general,lorex,sg-610,12.84,['new-simulated bullet style surveillance camera - t53962'],['home security systems'],['lorex'],[nan],[31.0],lorex simulated bullet style surveillance camera. garden - general. lorex. sg-610. 12.84,[14641],['new-simulated bullet style surveillance camera - t53962. home security systems. lorex. nan. 31.0'],"['lorex sg610 simulated indoor outdoor bullet camera with mount. simulated cameras. lorex. sg610. 16.53', 'lorex simulated professional outdoor surveillance camera. simulated cameras. lorex. sg630. 21.84', 'new-simulated bullet style surveillance camera - t53962. home security systems. lorex. nan. 31.0', 'lorex lw2110 wireless digital security camera. surveillance cameras. lorex. lw2110. 99.99', 'lorex cvc6985u professional indoor outdoor security camera black. bullet cameras. lorex. cvc6985u. 90.99', 'lorex lorldc6081 super resolution varifocal camera. surveillance cameras. lorex. lorldc6081. 199.95', 'lorex cvc6950pk4b high resolution security cameras - 4 pack. bullet cameras. lorex. cvc6950pk4b. 211.98', 'lorex ldc6050 super resolution indoor outdoor dome security camera white. dome cameras. lorex. ldc6050. 171.8', 'lorex ldc6080b 4-9mm varifocal super resolution indoor outdoor dome security camera white. dome cameras. lorex. ldc6080b. 181.69', 'lorex live lw1002w - cctv camera - outdoor - weatherproof - color day night - 360 tvl - audio pack of 2. webcams. lorex. lw1002w. 170.28']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
78,case logic 18 laptop case,electronics - general,case logic,147735,39.99,['case logic vnc-218 18-inch laptop case black'],['laptop netbook computer accessories'],['case logic'],['vnc-218'],[29.24],case logic 18 laptop case. electronics - general. case logic. 147735. 39.99,[12347],['case logic vnc-218 18-inch laptop case black. laptop netbook computer accessories. case logic. vnc-218. 29.24'],"['case logic laps-117 17 - 17.3 - inch laptop sleeve black. bags cases. case logic. laps-117black. 19.44', 'case logic vnm-217 17-inch laptop messenger bag black. bags cases. case logic. vnm-217black. 28.99', 'case logic dlbp-114 14-inch laptop backpack dark gray. bags cases. case logic. dlbp-114dark gray. 39.99', 'case logic dlbp-114 14-inch laptop backpack red. bags cases. case logic. dlbp-114red. 39.99', 'case logic ula-112 12-inch pc 13-inch macbook laptop attache gray. bags cases. case logic. ula-112gray. 15.99', 'case logic clrs security friendly rolling 17-inch laptop case black. bags cases. case logic. clrs-117. 106.24', 'case logic vnc-218 18-inch laptop case black. laptop netbook computer accessories. case logic. vnc-218. 29.24', 'case logic vnb-217 value 17-inch laptop backpack black. laptop netbook computer accessories. case logic. vnb-217black. 26.24', 'case logic gbp-116 16-inch laptop backpack black. bags cases. case logic. gbp-116black. 21.47', 'case logic vna214 14.1-inch laptop attache black. laptop netbook computer accessories. case logic. vna-214black. 20.84']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
80,vaultz lock mobile file chest storage box letter legal black,stationery & office machinery,vaultz,vz01270,59.94,['vaultz vz01270 - lock mobile file chest storage box letter legal black'],['camcorder batteries'],['vaultz'],[nan],[nan],vaultz lock mobile file chest storage box letter legal black. stationery & office machinery. vaultz. vz01270. 59.94,[6526],['vaultz vz01270 - lock mobile file chest storage box letter legal black. camcorder batteries. vaultz. nan. nan'],"['vaultz vz01270 - lock mobile file chest storage box letter legal black. camcorder batteries. vaultz. nan. nan', 'new-vaultz vz01008 - locking file chest storage box letter legal 17-1 2 x 14 x 12-1 2 black - idevz01008. label makers. vaultz. nan. nan', 'new-vaultz vz01187 - locking file tote storage box letter 13-3 4 x 7-1 4 x 12-1 4 black - idevz01187. label makers. vaultz. nan. nan', 'vaultz vz01094 2-drawer locking cd storage cabinet holds up to 330 cds black with chrome accents. media storage organization. ideastream. vz01094. 39.99', 'new-bankers box 00709 - stor file max lock storage box letter legal white blue 12 carton - fel00709. storage presentation materials. bankers box. nan. 166.0', 'vaultz vz01401 - two-sided cd refill pages for three-ring binder 25 pack. computers accessories. vaultz. nan. 31.52', 'bankers box 12770 - stor file extra strength storage box letter legal kraft green 12 carton. microphones accessories. bankers box. nan. 39.09', 'universal 95225 - extra-strength storage box letter legal 12 x 15 x 10 white 12 carton. nan. universal. nan. nan', 'nexstar vault 2.5 sata security enclousre with keypad. hard drive enclosures. vantec. nst-v290s2. 39.99', 'new-universal 95225 - extra-strength storage box letter legal 12 x 15 x 10 white 12 carton - unv95225. storage presentation materials. universal. nan. 114.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81,innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack,stationery & office machinery,innovera,99650,11.7,['innovera 99650 - heavyweight photo paper matte 8-1 2 x 11 50 sheets pack'],['antitheft'],['innovera'],[nan],[29.73],innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack. stationery & office machinery. innovera. 99650. 11.7,[17194],['innovera 99650 - heavyweight photo paper matte 8-1 2 x 11 50 sheets pack. antitheft. innovera. nan. 29.73'],"['innovera 99650 - heavyweight photo paper matte 8-1 2 x 11 50 sheets pack. antitheft. innovera. nan. 29.73', 'new-innovera 99550 - high-gloss photo paper 8-1 2 x 11 50 sheets pack - ivr99550. storage presentation materials. innovera. nan. 34.35', 'new-innovera 99450 - glossy photo paper 8-1 2 x 11 50 sheets pack - ivr99450. storage presentation materials. innovera. nan. 32.46', 'innovera 99450 - glossy photo paper 8-1 2 x 11 50 sheets pack. hard drive bags. innovera. nan. nan', 'new-innovera 99750 - presentation paper matte 8-1 2 x 11 50 sheets pack - ivr99750. storage presentation materials. innovera. nan. 27.85', 'new-innovera 99490 - glossy photo paper 8-1 2 x 11 100 sheets pack - ivr99490. storage presentation materials. innovera. nan. 43.52', 'new-innovera 99546 - high-gloss photo paper 4 x 6 100 sheets pack - ivr99546. storage presentation materials. innovera. nan. 24.0', 'innovera 99546 - high-gloss photo paper 4 x 6 100 sheets pack. battery chargers. innovera. nan. nan', 'canon 7981a004 - photo paper plus matte 8-1 2 x 11 50 sheets pack. laminating supplies. canon. nan. 27.73', 'canon matte photo paper 8.5 x 11 inches 50 sheets 7981a004. photo paper. canon. 7981a004. 12.89']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
86,samsung 33-0525-05 samsung fasciante i500 oem multimedia dock,electronics - general,samsung,33-0525-05,29.88,['samsung 33-0525-05 samsung fasciante i500 oem multimedia dock'],['accessories supplies'],['samsung'],[nan],[47.1],samsung 33-0525-05 samsung fasciante i500 oem multimedia dock. electronics - general. samsung. 33-0525-05. 29.88,[7610],['samsung 33-0525-05 samsung fasciante i500 oem multimedia dock. accessories supplies. samsung. nan. 47.1'],"['samsung 33-0525-05 samsung fasciante i500 oem multimedia dock. accessories supplies. samsung. nan. 47.1', 'samsung 33-0525-05 samsung fasciantetm i500 oem multimedia dock. mounts. samsung. ecr-d985beg. 12.9', 'samsung 33-0533-05 samsung galaxy tab travel adapter wth usb cable. cables interconnects. samsung. nan. 59.96', 'new oem samsung eb575152yz battery fascinate i500. batteries. samsung. eb575152yzb. 4.79', 'car vehicle mount for verizon samsung fascinate galaxy s. mounts. samsung. sami500mnt. 17.98', 'samsung electronics ht-d5500 home theater system. dvd home theater. samsung. ht-d5500. nan', 'samsung electronics ht-d5300 home theater system. dvd home theater. samsung. htd5300. nan', 'samsung electronics hw-d550 home theater system. dvd home theater. samsung. hw-d550. nan', 'samsung 3.0 story station hx-dt015eb b62. computers accessories. samsung. hx-dt015eb. 95.0', 'samsung ia-bp210e epp camcorder accessory for h300 h304 f50 f54. camcorder batteries. samsung. ia-bp210e / epp. 27.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,balt wheasel easel adjustable melamine dry erase board white,stationery & office machinery,balt,33250,239.88,['new-best-rite 33250 - wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white - blt33250'],['stands'],['best rite'],[nan],[229.0],balt wheasel easel adjustable melamine dry erase board white. stationery & office machinery. balt. 33250. 239.88,[18980],['new-best-rite 33250 - wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white - blt33250. stands. best rite. nan. 229.0'],"['balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white. laminating supplies. mayline. nan. 134.45', 'new-best-rite 33250 - wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white - blt33250. stands. best rite. nan. 229.0', 'double-sided melamine easel. nan. balt. nan. 180.63', 'quartet 351900 - futura dry erase presentation easel melamine 24 x 36 white black frame. caller id displays. quartet. nan. nan', 'total erase presentation dry-erase easel 26 x 34 white black steel frame. radios. quartet. nan. 350.94', 'quartet eu500e - euro magnetic dry erase easel 27 x 39 white. battery chargers. quartet. nan. 210.33', 'premium porcelain dry erase board. computers accessories. 3m. nan. 293.77', 'new-dry-erase board melamine 24 x 18 white satin case pack 2 - 442093. radios. universal. nan. 50.0', 'quartet eu2000te - premium mobile magnetic dry erase easel 27 x 41 white. bags cases. quartet. nan. 407.81', 'universal 43725 - dry erase board melamine 72 x 48 white black gray aluminum plastic frame. laminating supplies. universal. nan. 357.0']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
91,da-lite deluxe anti-sway brace for fast fold deluxe screens,electronics - general,da-lite,93605,132.99,['deluxe anti-sway brace for fast fold deluxe screens'],['projection screens'],['da-lite'],[nan],[132.99],da-lite deluxe anti-sway brace for fast fold deluxe screens. electronics - general. da-lite. 93605. 132.99,[17687],['deluxe anti-sway brace for fast fold deluxe screens. projection screens. da-lite. nan. 132.99'],"['deluxe anti-sway brace for fast fold deluxe screens. projection screens. da-lite. nan. 132.99', 'da-lite portable deluxe screen add-on a brace. projection screens. da-lite. nan. 189.99', 'da-lite fast-fold deluxe screen system - projection screen - 16 9 - da-mat. projection screens. da-lite. nan. 754.85', 'da-lite fast-fold deluxe screen system - projection screen - 4 3 - da-mat. projection screens. da-lite. nan. 529.25', 'leg saver back brace for standard fast-fold screens. projection screens. da-lite. nan. nan', 'da-lite portable rental screen deluxe hinge joining clamp. lamps. da-lite. nan. 31.99', 'da-lite floating mounting bracket for projection screen. remote controls. da-lite. nan. 79.99', 'da-lite advantage deluxe electrol - projection screen motorized - 16 9 - video spectra 1.5. projection screens. da-lite. nan. 2279.95', 'da-lite tensioned advantage deluxe electrol - projection screen motorized - 92 in - 16 9 - high contrast cinema vision. projection screens. da-lite. nan. 2959.95', 'da-lite tensioned advantage deluxe electrol - projection screen motorized - 92 in - 16 9 - cinema vision. projection screens. da-lite. nan. 3950.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,audiovox sirius catv distribution kit,satellite radio,audiovox,scdk1,42.64,['audiovox sirius scdk1 outdoor antenna catv distribution kit'],['accessories'],['audiovox'],['scdk1'],[33.96],audiovox sirius catv distribution kit. satellite radio. audiovox. scdk1. 42.64,[8350],['audiovox sirius scdk1 outdoor antenna catv distribution kit. accessories. audiovox. scdk1. 33.96'],"['audiovox sirius scdk1 outdoor antenna catv distribution kit. accessories. audiovox. scdk1. 33.96', 'audiovox sirius shdk1 outdoor home antenna distribution kit black. antennas. sirius satellite radio. shdk1. 35.32', 'audiovox sirhk1 sirius satellite radio home dock. audio video accessories. sirius satellite radio. sirhk1. 25.46', 'audiovox sirius scv1 backseat tv audio video tuner black. car electronics. sirius satellite radio. scv1. 118.78', 'audiovox sirius suph1 dock play home kit black. car electronics. sirius satellite radio. suph1. 37.24', 'sirius supv1 universal dock play vehicle kit. audio video accessories. sirius satellite radio. supv1. 46.42', 'audiovox sirius schdoc1p siriusconnect pro home dock black. car electronics. directed electronics. schdoc1p. 47.4', 'audiovox xhd2h1 xm home tuner. radio antennas. sirius satellite radio. xhd2h1. 45.03', 'sirius sportster 5 satellite radio receiver with vehicle kit. plug play satellite radios. sirius satellite radio. sp5tk1. 147.99', 'new-audiovox sirius connect dock with rs232 - schdoc1p. speaker parts components. audiovox. nan. 132.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,verbatim smartdisk optical mini travel mouse red,mice,verbatim,ver97255,17.2,['verbatim optical mini travel mouse 97255 red'],['mice'],['verbatim'],['97255'],[10.45],verbatim smartdisk optical mini travel mouse red. mice. verbatim. ver97255. 17.2,[9051],['verbatim optical mini travel mouse 97255 red. mice. verbatim. 97255. 10.45'],"['verbatim optical mini travel mouse 97255 red. mice. verbatim. 97255. 10.45', 'verbatim wireless mini nano travel mouse 97540 red. mice. verbatim. 97540. 16.37', 'verbatim optical mini travel mouse 97253 purple. mice. verbatim. 97253. 11.09', 'verbatim 97592 ergo wireless desktop optical mouse red. mice. verbatim. 97592. 24.48', 'verbatim optical mini travel mouse 49003. mice. verbatim. 49003. 11.24', 'verbatim 96897 nano wireless notebook optical mouse - red. mice. verbatim. 96897. 19.36', 'verbatim wireless mini nano travel mouse 97471 blue. mice. verbatim. 97471. 15.99', 'verbatim 97669 nano wireless notebook optical mouse - red. mice. verbatim. 97669. 16.57', 'verbatim 97470 wireless mini travel mouse graphite. cables interconnects. verbatim. nan. 5.55', 'verbatim wireless mini nano travel mouse 97470 graphite. mice. verbatim. 97470. 16.51']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,['hp laserjet 05x black dual pack cartridge in retail packaging ce505xd'],['laser printer toner'],['hp'],['ce505xd'],[235.11],hp ce505xd black laserjet print cartridges 2pk. printers. hp. hp ce505xd. 258.84,[10966],['hp laserjet 05x black dual pack cartridge in retail packaging ce505xd. laser printer toner. hp. ce505xd. 235.11'],"['hp laserjet 05x black dual pack cartridge in retail packaging ce505xd. laser printer toner. hp. ce505xd. 235.11', 'hp laserjet black cartridge in retail packaging ce250x. laser printer toner. hp. ce250x. 152.21', 'hp laserjet ce505x black print cartridge. laser printer toner. hp. ce505x. nan', 'hp laserjet 05a black cartridge in retail packaging ce505a. laser printer toner. hp. ce505a. 68.82', 'hp q5949xd hp49x laser cartridge 2 pk black. laser printer toner. hp. q5949xd. 215.99', 'hp ce250a black toner cartridge - remanufactured. laser printer toner. compatible. ce-250x. 56.76', 'hp laserjet 646x black cartridge in retail packaging ce264x. car audio video. hp. ce264x. 167.25', 'hp laserjet 128a black cartridge in retail packaging ce320a. laser printer toner. hp. ce320a. 58.56', 'hp laserjet 42x print cartridge in retail packaging - dual pack q5942xd black. printer ink toner. hp. q5942xd. 351.29', 'hp laserjet 53x black print cartridge in retail packaging. printer ink toner. hp. q7553x. 134.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,lacie firewire 800 expresscard 34,electronics - general,lacie,lac130992,45.0,['lacie fw 800 expresscard 34'],['computers accessories'],['lacie'],['130992'],[44.24],lacie firewire 800 expresscard 34. electronics - general. lacie. lac130992. 45.0,[15904],['lacie fw 800 expresscard 34. computers accessories. lacie. 130992. 44.24'],"['lacie firewire 800 pci express card 130988. computers accessories. lacie. 130988. 40.14', 'lacie fw 800 expresscard 34. computers accessories. lacie. 130992. 44.24', 'lacie 130820 firewire 400 pci card design by sismo. external data storage. lacie. 130820. 14.97', 'lacie rugged all-terrain 1 tb firewire 800 firewire 400 usb 2.0 portable external hard drive 301924. computers accessories. lacie. 301924. 199.0', 'lacie little big disk quadra 1 tb esata firewire400 firewire800 usb 2.0 7200rpm portable external hard drive 301398u. computers accessories. lacie. 301398u. 279.0', 'lacie 4big quadra 8 tb esata firewire 800 firewire 400 usb 2.0 raid hard drive 301435u. external hard drives. lacie. 301435u. 949.0', 'lacie 301484u 22x d2 dvdrw dl lightscribe usb2 .0 and firewire us. computers accessories. lacie. 301484u. 92.07', 'lacie rugged all-terrain 500 gb firewire 800 firewire 400 usb 2.0 portable external hard drive 301371. external hard drives. lacie. 301371. nan', 'lacie d2 quadra hard disk 1 tb esata firewire800 firewire400 usb 2.0 desktop external hard drive 301442u aluminum. external hard drives. lacie. 301442u. 149.0', 'lacie d2 blu-ray 12x usb 2.0 and firewire drive 301906u. computers accessories. lacie. 301906u. 380.0']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
101,case logic slr camera backpack,mp3 accessories,case logic,dcb-309black,79.99,['case logic dcb-309 slr camera backpack black'],['cases bags'],['case logic'],['dcb-309'],[53.58],case logic slr camera backpack. mp3 accessories. case logic. dcb-309black. 79.99,[2593],['case logic dcb-309 slr camera backpack black. cases bags. case logic. dcb-309. 53.58'],"['case logic dcb-309 slr camera backpack black. cases bags. case logic. dcb-309. 53.58', 'case logic dcb-307 slr shoulder bag black. cases bags. case logic. dcb-307. 29.07', 'case logic dcb-308 slr camera sling black. cases bags. case logic. dcb-308. 47.8', 'case logic dcb-306 slr camera holster black. cases bags. case logic. dcb-306. 19.88', 'case logic tbc-307 slr camera backpack black. cases bags. case logic. tbc-307black. 27.34', 'case logic slrc-206 slr camera and 15.4-inch laptop backpack black. professional video accessories. case logic. slrc-206black. 69.03', 'case logic tbc-309 slr shoulder bag black. cases bags. case logic. tbc-309black. 22.99', 'case logic dcb-302 compact camera case black. cases bags. case logic. dcb-302black. 6.96', 'case logic tbc-310 slr sling for camera black. cases bags. case logic. tbc-310. 52.49', 'case logic slrc-203 large slr camera bag black. cases bags. case logic. slrc-203. 39.86']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102,panasonic kx-tga660b dect 6.0 plus digital cordless handset black,phones,panasonic,kx-tga660b,40.88,['panasonic kx-tga660b extra handset for 664x series cordless phones black'],['cordless telephones'],['panasonic'],['kx-tga660b'],[35.63],panasonic kx-tga660b dect 6.0 plus digital cordless handset black. phones. panasonic. kx-tga660b. 40.88,[11759],['panasonic kx-tga660b extra handset for 664x series cordless phones black. cordless telephones. panasonic. kx-tga660b. 35.63'],"['panasonic kx-tg6644b dect 6.0 cordless phone with answering system black 4 handsets. cordless telephones. panasonic. kx-tg6644b. 120.32', 'panasonic kx-tg6512b dect 6.0 plus expandable digital cordless phone system black 2 handsets. cordless telephones. panasonic. kx-tg6512b. 44.99', 'panasonic kx-tg6643b dect 6.0 cordless phone with anwering system black 3 handsets. cordless telephones. panasonic. kx-tg6643b. 99.87', 'panasonic kx-tg6632b dect 6.0 cordless phone with answering system black 2 handsets. cordless telephones. panasonic. kx-tg6632b. 72.87', 'panasonic kx-tg6645b dect 6.0 cordless phone with answering system black 5 handsets. cordless telephones. panasonic. kx-tg6645b. 119.99', 'panasonic kx-tga660b extra handset for 664x series cordless phones black. cordless telephones. panasonic. kx-tga660b. 35.63', 'panasonic kx-tg6532b dect 6.0 plus expandable digital cordless phone with answering system black 2 handsets. cordless telephones. panasonic. kx-tg6532b. 60.57', 'panasonic kx-tg6545b dect 6.0 plus expandable digital cordless phone with answering system black 5 handsets. cordless telephones. panasonic. kx-tg6545b. 99.98', 'panasonic kx-tg6445t dect 6.0 cordless phone with answering system metallic black 5 handsets. cordless telephones. panasonic. kx-tg6445t. 108.84', 'panasonic kx-tg9344t dect 6.0 expandable digital cordless phone with answering system metallic black 4 handsets. cordless telephones. panasonic. kx-tg9344t. 135.69']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
107,targus 17 groove backpack for laptops black,electronics - general,targus,cvr617,37.88,['targus groove backpack case designed for 17 inch laptops cvr617 black'],['laptop netbook computer accessories'],['targus'],['cvr617'],[34.99],targus 17 groove backpack for laptops black. electronics - general. targus. cvr617. 37.88,[12090],['targus groove backpack case designed for 17 inch laptops cvr617 black. laptop netbook computer accessories. targus. cvr617. 34.99'],"['targus groove backpack case designed for 17 inch laptops cvr617 black. laptop netbook computer accessories. targus. cvr617. 34.99', 'targus groove backpack case designed for 16 inch laptops cvr600 black. laptop netbook computer accessories. targus. cvr600. 26.14', 'targus a7 backpack designed to protect 16-inch widescreen laptops tsb167us black. bags cases. targus. tsb167us. 34.9', 'targus checkpoint-friendly corporate traveler backpack for 15.4 inch laptops cuct02b black. bags cases. targus. cuct02b. 71.99', 'targus groove bts backpack case designed for 15.6 inch laptops tsb15201us brown with teal accents. laptop netbook computer accessories. targus. tsb15201us. 27.99', 'targus urban ii 16-inch laptop backpack tsb19602us black gray. bags cases. targus. tsb19602us. 34.55', 'targus citygear backpack case for 17 inch notebooks tcg216 black with grey. bags cases. targus. tcg216us. 54.99', 'targus military backpack case designed for 16 inch laptops tsb175us black yellow accents. bags cases. targus. tsb175us. 46.99', 'targus rg0315c pulse backpack for notebooks up to 15.4-inch screens black. bags cases. targus. rg0315c. 32.82', 'targus urban ii backpack designed for 16-inch laptops - tsb196us black navy trim. bags cases. targus. tsb196us. 26.45']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
